# Rime user dictionary
#@/db_name	bopomo_onion.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	231
#@/user_id	cceb415b-5f81-4c04-ac57-7d03c69a9c63
a1 	阿	c=0 d=0.26358 t=231
zai4 shu1 ru4 fa3 na4 bian1 jin4 xing2 	在輸入法那邊進行	c=1 d=0.771052 t=231
zai4 yong4 	再用	c=0 d=0.1 t=218
zen3 	怎	c=0 d=0.0425283 t=231
zen3 me5 	怎麼	c=0 d=0.0427415 t=231
zen3 me5 le5 	怎麼了	c=1 d=0.412714 t=231
zhao3 dao4 	找到	c=0 d=0.0585669 t=231
zhao3 dao4 tiao2 se4 pan2 le5 	找到調色盤了	c=1 d=0.588605 t=231
zhao3 ta1 	找他	c=0 d=0.0524663 t=231
zhao3 zhao3 	找找	c=0 d=0.0516851 t=231
zhe1 dang3 	遮擋	c=0 d=0.104101 t=231
zhe4 ge5 	這個	c=0 d=0.579275 t=231
zhe4 ge5 ge2 shi4 you3 dian3 guai4 	這個格式有點怪	c=1 d=0.532592 t=231
zhe4 ge5 jiao4 huang2 di4 mei2 gui1 	這個叫皇帝玫瑰	c=1 d=1 t=224
zhe4 ge5 jiao4 shu3 xu1 guan3 	這個叫鼠鬚管	c=1 d=1 t=187
zhe4 li3 	這裡	c=1 d=0.759572 t=231
zhe4 me5 	這麼	c=0 d=0.0423162 t=231
zhe4 yang4 	這樣	c=0 d=0.113002 t=231
zhe4 zhong3 	這種	c=0 d=0.1 t=185
zhen1 shi4 	真是	c=0 d=0.0429557 t=231
zhen1 shi4 yao4 bu4 de2 	真是要不得	c=1 d=0.431711 t=231
zheng3 ge5 	整個	c=1 d=0.786628 t=231
zhi1 hou4 	之後	c=0 d=0.0759572 t=231
zhi2 jie1 	直接	c=1 d=0.722527 t=231
zhi3 shi4 	只是	c=0 d=0.067032 t=231
zhi3 shi4 bu2 hui4 yin1 wei4 an4 jian4 	只是不會因爲按鍵	c=1 d=0.67368 t=231
zhi3 you3 	只有	c=0 d=0.1 t=218
zhi3 you3 wo3 zi4 ji3 zai4 yong4 	只有我自己再用	c=1 d=1 t=219
zhong1 xing1 	中興	c=0 d=0.0697676 t=231
zhong1 xing1 su4 zhi2 	中興素質	c=1 d=0.701173 t=231
zhong1 yu2 	終於	c=0 d=0.0588605 t=231
zhong1 yu2 ke3 yi3 kai1 gao3 le5 	終於可以開搞了	c=1 d=0.591555 t=231
zhong3 	腫	c=1 d=0.451581 t=231
zhou2 	軸	c=0 d=0.066365 t=231
zhu1 xi1 	朱熹	c=1 d=0.909373 t=231
zhu3 	主	c=0 d=0.1 t=198
zhu3 ti2 	主題	c=1 d=1 t=198
zhu3 xuan3 dan1 	主選單	c=1 d=1 t=199
zhu4 yin1 	注音	c=1 d=0.467666 t=231
zhuan3 huan4 	轉換	c=0 d=0.0574072 t=231
zi1 liao4 jia2 	資料夾	c=0 d=0.0774916 t=231
zi4 	字	c=1 d=1 t=203
zi4 ji3 	自己	c=0 d=0.1 t=189
zi4 ti3 	字體	c=1 d=0.737387 t=231
zi4 ti3 yan2 se4 	字體顏色	c=1 d=0.537944 t=231
zuo4 de5 	做的	c=0 d=0.14077 t=231
zuo4 wei2 	作爲	c=0 d=0.0634448 t=231
